,description,user_id,screen_name,friends_count,text,created_at,verified,tweet_id,followers_count,location,statuses_count,following,favourites_count,retweet_count,listed_count,date_of_tweet
9583,I'm 18 u fkin scrub!!! Im also the only youtuber that doesn't send dick picks to kids.   *[My Youtube]* https://t.co/0Rg1gle5T2…,348832787,jmarianos,426,I liked a @YouTube video from @jaltoid https://t.co/S4H0ITcEGB Open Letter to Fine Brothers Entertainment. Why we Stopped Emailing,Fri Aug 05 02:26:35 +0000 2011,False,694305505376886784,109,"Jacobus,PA",2406,426,347,0,6,Mon Feb 01 23:45:06 +0000 2016
9584,"I'm 22 and yet, Bangtan were still able to steal my heart...",65715155,GrayLifeZone,235,I just got the news about assholes fine brothers... ugly... that is what we call 'Greediness' girls and boys... that is why it is a sin...,Fri Aug 14 19:35:36 +0000 2009,False,694305447256461312,80,,5138,235,1099,0,2,Mon Feb 01 23:44:52 +0000 2016
9585,"A anime, manga, and video game otaku who also loves the Sci-Fi sereis Doctor Whoalso My Little Pony: Friendship is Magic making me a brony as well.",402161614,ShimohiHikagami,24,I liked a @YouTube video https://t.co/gPFjjuz0Ug MUD2MMO Reacts to the Fine Brothers Trademark Videos,Mon Oct 31 17:00:04 +0000 2011,False,694305413567811584,29,,13775,24,8,0,8,Mon Feb 01 23:44:44 +0000 2016
9586,,3068761399,venturian55,57,"I liked a @YouTube video from @lost_pause_ https://t.co/n34pR3vXh8 Noble Reacts to Fine Brothers ""Reaction"" Trademark F*CK UP",Sun Mar 08 21:37:03 +0000 2015,False,694305361986220032,21,,1542,57,0,0,1,Mon Feb 01 23:44:32 +0000 2016
9587,,2752131538,Diagonchloe,168,"RT @itsDanBull: Regarding the Fine Brothers, this looks pretty damning. Ellen showed some old stuff to kids and Fine Bros did this: https:/…",Tue Aug 26 23:18:27 +0000 2014,False,694305325600653312,35,,723,168,2029,1100,1,Mon Feb 01 23:44:23 +0000 2016
9588,by Gamers for Gamers. HellYeahhh!,401520505,a7xkillera7x,112,"Gostei de um vídeo @YouTube de @lost_pause_ https://t.co/tybDO5Pw05 Noble Reacts to Fine Brothers ""Reaction"" Trademark F*CK UP",Sun Oct 30 17:31:52 +0000 2011,False,694305264204406789,60,São Paulo/Brazil,9507,112,29,0,3,Mon Feb 01 23:44:09 +0000 2016
9589,"I'm a YouTuber who likes to laugh, play video games and spend most of my time on my gaming PC doing things for my gaming YouTube channel called Quackerkit.",2577721952,Quackerkit,378,Fine Bros subscriber count going down LIVE: https://t.co/Owpl8blWQl What's happened to @thefinebros,Fri Jun 20 00:27:08 +0000 2014,False,694305131454660608,274,"Florida, USA",3741,378,376,0,3,Mon Feb 01 23:43:37 +0000 2016
9590,"You ain't leadin' but two things, right now: Jack and shit... and Jack left town.",1406974441,iAmPimmiCue,154,I liked a @YouTube video from @itsdanbull https://t.co/Bdize2IFLJ RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Mon May 06 06:30:12 +0000 2013,False,694305052849238018,185,,13752,154,298,0,1,Mon Feb 01 23:43:18 +0000 2016
9591,"Game Critic | Streamer | Entertainer | 8k 
Strong #TEAMGREEN FOR LIFE! Business Email MrAbelGreen@gmail.com | https://t.co/Jq88Sn5twS",341646631,MrAbelGreen,231,I liked a @YouTube video from @mrabelgreen https://t.co/pVDHvJZBjO THE WHATEVER SHOW EP.17 | FINE BROTHERS REACTIONS | TWS Q&amp;A,Sun Jul 24 18:30:34 +0000 2011,False,694305024634195973,3298,"LongIsland, NY",24435,231,13278,1,21,Mon Feb 01 23:43:12 +0000 2016
9592,I am a YouTube/Dailymotion content creator I do video game walkthroughs and vlogs.also  https://t.co/3OEMsb3EaK   https://t.co/hh8515qllT streamer.,3969348377,Thorny_Games,731,I liked a @YouTube video https://t.co/mVmQXcYP6j Merlin Reacts to The Fine Brothers,Fri Oct 16 03:56:08 +0000 2015,False,694304973757267968,315,"North Carolina, USA",933,731,123,0,2,Mon Feb 01 23:42:59 +0000 2016
9593,"Gamer, Otaku and lover of Japanese and English Culture.  Also interested in Geology and Meteorology specifically Severe Weather.",65924444,HazakiMoon,626,"RT @BeccaLipman: If BBC says it's news, it's officially news. Fine Brothers spark fury with YouTube trademark attempt https://t.co/FFHfMEuG…",Sat Aug 15 16:02:46 +0000 2009,False,694304960679292928,359,Nanticoke,4279,626,51,24,9,Mon Feb 01 23:42:56 +0000 2016
9594,short girl with a big personality,257280438,wavvyjourni,848,I liked a @YouTube video from @itsdanbull https://t.co/yVBiffy5jc RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Fri Feb 25 02:57:34 +0000 2011,False,694304780211089408,396,"New York, NY",3534,848,274,0,1,Mon Feb 01 23:42:13 +0000 2016
9595,"let me just say, from the bottom of my heart, my bad.",1431739272,spikejonzing,333,"the fine brothers lost 170,000 followers after they announced that trademark bullshit lmfaooooo",Wed May 15 23:55:48 +0000 2013,False,694304655514451969,655,,5296,333,4492,0,8,Mon Feb 01 23:41:44 +0000 2016
9596,I like to make YouTube videos,3734624596,Bobman_youtube,82,"I liked a @YouTube video from @lost_pause_ https://t.co/G73PmyUje9 Noble Reacts to Fine Brothers ""Reaction"" Trademark F*CK UP",Tue Sep 22 02:59:03 +0000 2015,False,694304645938860033,27,,114,82,59,0,0,Mon Feb 01 23:41:41 +0000 2016
9597,Business student @UTAustin. Social Media @RoosterTeeth. Future @Google. Formerly @Facebook. Has fun occasionally.,1185094921,thatswattsup,298,".@Inc had a great article about how you can learn from the PR mistakes of the announcement, it's a must-read: https://t.co/NB94XbOHPC",Sat Feb 16 08:00:33 +0000 2013,False,694304644533620736,2547,SF / LA / Austin,4831,298,6351,0,122,Mon Feb 01 23:41:41 +0000 2016
9598,"Once a blue, always a blue #EFC",3249000946,Ben_1878,493,"RT @caudlevision: @thefinebros Lol have you been watching your sub counts?
https://t.co/RWMByzVK2r",Tue May 12 22:11:39 +0000 2015,False,694304536115159040,78,,37,493,83,173,0,Mon Feb 01 23:41:15 +0000 2016
9599,@IDMention - Mention me For Auto ReTweet and Auto Follow @OrderMention managed by @ADVShare @FAcebookADV,941129438,IDMention,21,Fine Brothers spark fury with YouTube trademark attempt - BBC News https://t.co/ZMb0sQdGpt,Sun Nov 11 11:51:26 +0000 2012,False,694304502791294976,106,,51774,21,5,0,23,Mon Feb 01 23:41:07 +0000 2016
9600,"R-Rated. 25, female, gamer, geek and egalitarian. Cardiophile, bibliophile and audiophile. https://t.co/EZQPnSaVnr lurker. I take no sides. Level 32 Hunter.",23787507,unknownminutes,1308,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Wed Mar 11 16:37:27 +0000 2009,False,694309228362620928,689,"Detroit, MI",22848,1308,11855,44,28,Mon Feb 01 23:59:54 +0000 2016
9601,Working hard.,1239703897,CptLvl,200,"RT @caudlevision: @thefinebros Lol have you been watching your sub counts?
https://t.co/RWMByzVK2r",Sun Mar 03 19:47:31 +0000 2013,False,694309152345165826,74,"Cork, Ireland",130,200,5,173,0,Mon Feb 01 23:59:36 +0000 2016
9602,Hal Jordan's less successful brother,324395078,jp_jordan,1325,RT @BrianLynch: And The Fine Brothers are REALLY sorry they have to sue you if you react to something so please don't react to this news be…,Sun Jun 26 14:54:33 +0000 2011,False,694309128961925120,673,Ireland,36945,1325,9479,2,15,Mon Feb 01 23:59:30 +0000 2016
9603,¯\_(ツ)_/¯ | illiterate&sad&broke,901131973,LilPham_,317,RT @NathanZed: they're literally losing like 30 subscribers every 5 seconds bruhhhh https://t.co/Tz4DdSMLct,Wed Oct 24 03:51:32 +0000 2012,False,694309044056555521,619,WACKRAMENTO,11347,317,17089,159,2,Mon Feb 01 23:59:10 +0000 2016
9604,"Screenwriter: Minions, Puss in Boots, Hop. The Secret Life of Pets is next. Comic Writer: Angel, Spike, Ninja Turtles, Bill & Ted, Monster Motors.",14973377,BrianLynch,1344,And The Fine Brothers are REALLY sorry they have to sue you if you react to something so please don't react to this news because $$$,Sun Jun 01 18:00:34 +0000 2008,False,694308990667259907,20372,California,42768,1344,99,2,1251,Mon Feb 01 23:58:57 +0000 2016
9605,"A place for creative, tech, marketing and digital talent. Tweeting industry jobs, tips, news & events on the east coast. We are @WunderLandGroup.",2375597804,WLG_East,905,The Wrong Way to Deal With a PR Fail: 5 Lesson From the Fine Brothers https://t.co/K7rz6xfCyG by @benparr https://t.co/8juHm4HtZc,Thu Mar 06 16:24:36 +0000 2014,False,694308752414081024,658,"NY, NJ, CT, RI, MA and more",2820,905,52,0,129,Mon Feb 01 23:58:00 +0000 2016
9606,I scream a lot and excel at being lazy and avoiding tasks that can further improve the status of my life,149011583,GunmetalMite,632,RT @mikeyface: Mega64 reacts to the Fine Brothers trademarking basic english words they shouldn’t have: https://t.co/gajjl0umwa,Fri May 28 05:21:46 +0000 2010,False,694308721996881921,185,Moreno Valley,14487,632,9284,6,4,Mon Feb 01 23:57:53 +0000 2016
9607,"A man of many faces, all of them ugly. Ruiner of good things. #CYSJW #Sanity #Nerd #JoJo #YoloSwag",117886401,TashoftheFuture,808,"RT @BrianLynch: Saw someone called Fine Brothers, and they were apologizing for copy-writing ""react"" videos and I'm ready for that meteor n…",Fri Feb 26 23:14:15 +0000 2010,False,694308652061192192,403,Behind You,40212,808,29775,5,5,Mon Feb 01 23:57:36 +0000 2016
9608,head of @nightmarenights Convention Operations (Con OPs) also a member of What Came Down Productions,61013875,xellos61,604,RT @salithtaydan: Copyright attorney reacts to The Fine Brothers trademark application on ... https://t.co/rEQijc8th6 #UnSubTheFineBros #Un…,Tue Jul 28 20:44:21 +0000 2009,False,694308647925514240,181,Corinth,3372,604,290,4,3,Mon Feb 01 23:57:35 +0000 2016
9609,Film / Photography || esse quam videri,326293048,refocusedmedia,2318,"RT @BrianLynch: Saw someone called Fine Brothers, and they were apologizing for copy-writing ""react"" videos and I'm ready for that meteor n…",Wed Jun 29 17:48:45 +0000 2011,False,694308587426811905,3680,"Texas, DFW - Dallas Fort Worth",51595,2318,24346,5,197,Mon Feb 01 23:57:21 +0000 2016
9610,"Screenwriter: Minions, Puss in Boots, Hop. The Secret Life of Pets is next. Comic Writer: Angel, Spike, Ninja Turtles, Bill & Ted, Monster Motors.",14973377,BrianLynch,1344,"Saw someone called Fine Brothers, and they were apologizing for copy-writing ""react"" videos and I'm ready for that meteor now, God.",Sun Jun 01 18:00:34 +0000 2008,False,694308508238368768,20372,California,42768,1344,99,5,1251,Mon Feb 01 23:57:02 +0000 2016
9611,"yes i like anime, deal with it. i miss my old home i'll be back georgia. One day I will be the man who saved hip hop from the shit hole its in now",721116216,zayo60,863,I liked a @YouTube video from @itsdanbull https://t.co/IJaGlvnDbv RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Fri Jul 27 23:54:16 +0000 2012,False,694308508234289152,173,"Dallas,Tx",749,863,3,0,2,Mon Feb 01 23:57:02 +0000 2016
9612,https://t.co/nhc1DAUnZa,218611103,MattyMondays,136,@Calfreezy @thefinebros just realised they're called the 'fine' bros cause they'll 'fine' you if you react.,Mon Nov 22 20:10:12 +0000 2010,False,694308450717798400,5731,,38111,136,1285,0,10,Mon Feb 01 23:56:48 +0000 2016
9613,1v1 me on LAN bruh,2881495169,SkizzleTwittzle,68,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Mon Nov 17 18:50:26 +0000 2014,False,694308376830959616,29,United Kingdom,1198,68,970,44,4,Mon Feb 01 23:56:31 +0000 2016
9614,,272484569,williamcooper16,154,"I liked a @YouTube video from @lost_pause_ https://t.co/9RJ1LFGUb4 Noble Reacts to Fine Brothers ""Reaction"" Trademark F*CK UP",Sat Mar 26 16:16:19 +0000 2011,False,694308352751505409,57,,1809,154,3,0,2,Mon Feb 01 23:56:25 +0000 2016
9615,The Only Easy Day Was Yesterday,1141448371,denny1514,283,THE BROTHERS FINE https://t.co/Ev5UUsIDeS via @YouTube,Sat Feb 02 04:12:44 +0000 2013,False,694308315464110080,16,Virginia,1667,283,518,0,2,Mon Feb 01 23:56:16 +0000 2016
9616,Creator of Edge Media Group and Editor-in-Chief for Edge of Tech. Guitarist for Infinite Monkey Theorem and Double Dose.,3392908708,gmetzger16,160,Fine Brothers Entertainment still losing subscribers by the second!,Tue Jul 28 23:07:16 +0000 2015,False,694308308308660225,36,"Richmond, VA",1183,160,284,0,2,Mon Feb 01 23:56:14 +0000 2016
9617,Just a gaming enthusiast!,2838386977,1stltrage,54,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Thu Oct 02 20:05:32 +0000 2014,False,694308299823386625,16,"Branson, MO",254,54,444,44,2,Mon Feb 01 23:56:12 +0000 2016
9618,"M III squad.  teens, Male, Nintendo fanboy, JRPGs/Fighting Games, Atheist, #FireEmblem #SmashBros #XenobladeChronicles #RWBY @MonadoIII is my bestest friend",2289149772,WalkinsFrost,455,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Mon Jan 13 05:34:52 +0000 2014,False,694308236602662912,288,Washington State,13005,455,24747,44,12,Mon Feb 01 23:55:57 +0000 2016
9619,Welcome to the Darkside :),402647239,William_Dublin,97,Open Letter to Fine Brothers Entertainment. Why we Stopped Emailing You. https://t.co/w4EuA19vRk via @YouTube,Tue Nov 01 11:30:25 +0000 2011,False,694308164699865089,442, St.Vincent & the Grenadines,21445,97,6991,0,5,Mon Feb 01 23:55:40 +0000 2016
9620,"Gamer. Drawer. Only good vibes aka ChestFire_Cat on twitch. Representing: NERF SQUAD, Cohhilition, the Brojo, The Darkmist Enclave, Cat Family, RealRollplay 3",2457999059,bishops_gate88,214,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Thu Apr 03 18:35:16 +0000 2014,False,694308163269582848,47,East Coast USA,235,214,353,44,0,Mon Feb 01 23:55:40 +0000 2016
9621,,4331674159,Nateoooooooo,78,I liked a @YouTube video from @smeepbb https://t.co/0eFBBUB24d Fine Brothers Cringe Compilation,Mon Nov 23 07:32:03 +0000 2015,False,694308004133351424,13,,155,78,89,0,0,Mon Feb 01 23:55:02 +0000 2016
9622,"Variety MMORPG Broadcaster/Entertainer on https://t.co/3OEMsb3EaK.
Official Warframe Partner - Business Inquiries: kkdtwitch@gmail.com",2389596789,kingkongdonk,99,"@Dansgaming I was going to react to your reaction about The Division, but im not sure how Fine Brothers gonna react so im not gonna react.",Thu Mar 06 23:11:21 +0000 2014,False,694307951281061888,545,,1265,99,1060,0,4,Mon Feb 01 23:54:49 +0000 2016
9623,"If a minecraft hacker hacks in a minecraft forest, and no one is around to see it, is he actually hacking?",2973703212,AyrroGaming,65,i've gained more subs than the fine brothers today im a pretty big deal,Sun Jan 11 03:15:24 +0000 2015,False,694307829742567424,123,Winning Catmode,2545,65,987,0,0,Mon Feb 01 23:54:20 +0000 2016
9624,Tuba player. Music composer.,4148251513,cgm_co,11,"I liked a @YouTube video from @lost_pause_ https://t.co/W8BhoDckyq Noble Reacts to Fine Brothers ""Reaction"" Trademark F*CK UP",Fri Nov 06 17:17:17 +0000 2015,False,694307816278990848,10,,344,11,47,0,0,Mon Feb 01 23:54:17 +0000 2016
9625,"I am a game developer in training, I guess. I also make reviews of games for my Youtube channel. My favorite franchises are Mario and Ace Attorney.",2782979503,Dollarluigi,193,Mr. Justice says @thefinebros are NOT fine. https://t.co/m4wLoSWcPm,Sun Aug 31 21:20:24 +0000 2014,False,694307770577752064,68,The Internet,2451,193,14588,2,9,Mon Feb 01 23:54:06 +0000 2016
9626,"I'm just a guy who likes anime, If for some reason you like my stuff you can find me on Anime Amino(same name) and on YouTube.",3496956432,JGs_Anime,25,"I liked a @YouTube video from @lost_pause_ https://t.co/l67kWS15Ye Noble Reacts to Fine Brothers ""Reaction"" Trademark F*CK UP",Tue Sep 08 21:12:46 +0000 2015,False,694307737853923330,7,United States,94,25,5,0,0,Mon Feb 01 23:53:58 +0000 2016
9627,Everything Must Be かわいい！,3437050378,meow_meow_soup,12,#FineBrosNotSoFine Fine bros; the new machinima RIP @thefinebros,Sun Aug 23 17:52:16 +0000 2015,False,694307736541077505,6,,21,12,456,0,0,Mon Feb 01 23:53:58 +0000 2016
9628,thicker than a bowl of oatmeal,586140275,DerplesThePanda,442,"RT @BluZephyr: For every action, there is an equal, and oposite reaction™ (Property of Fine Brothers Entertainment 2016©)",Mon May 21 01:30:36 +0000 2012,False,694307716831928320,150,"Flexville, Tx",5510,442,17687,5,1,Mon Feb 01 23:53:53 +0000 2016
9629,"*Despite everything, it's still you...
                         –Undertale(Toby Fox)",3057603767,NathanSEGarcia,100,RT @askagangsta_: I'm sorry but The Fine Brothers are so full of shit. Just my opinion.,Mon Feb 23 23:56:05 +0000 2015,False,694307620392308736,117,,602,100,16823,5,1,Mon Feb 01 23:53:30 +0000 2016
9630,she/her. One angry fangirl! Like some bizarre fujoshi version of Phil Fish. This is not a professional Twitter account.,34832308,garlicbug,228,https://t.co/lwFI1C8jBz If you're a fan of schadenfreude here have this,Fri Apr 24 03:24:44 +0000 2009,False,694307602922995713,178,"AFK, Australia",26388,228,12937,0,26,Mon Feb 01 23:53:26 +0000 2016
9631,"let me just say, from the bottom of my heart, my bad.",1431739272,spikejonzing,333,"the fine brothers: u can still make react videos but u cant use the words react, video, youtube or brothers. good luck",Wed May 15 23:55:48 +0000 2013,False,694307561617620994,655,,5296,333,4492,0,8,Mon Feb 01 23:53:16 +0000 2016
9632,"Stupid people are like glow sticks, I want to snap and shake the shit out of them until the light comes on.",4074143235,Grim_al_kin,31,#unsubfinebros #unsubthefinebros RAPPER REACTS TO THE FINE BROTHERS | Dan Bull https://t.co/EQOUE6o8Ba via @YouTube,Fri Oct 30 09:28:23 +0000 2015,False,694307548422344708,4,,184,31,136,0,0,Mon Feb 01 23:53:13 +0000 2016
9633,Big YouTube fan and movie buff! Want me to check out your channel? I'm always ready to watch!,3101563206,Burribot_32,467,I liked a @YouTube video from @valdemester https://t.co/c6jMlXp7qT [LIVE] Fine Brothers Subscriber Countdown,Sat Mar 21 13:13:47 +0000 2015,False,694307532676939777,114,New York,7415,467,9831,0,7,Mon Feb 01 23:53:10 +0000 2016
9634,,4847622316,itsabove10stars,55,Had an allergic reaction to pollen! I think I'm going to get sewed by the fine brothers!😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱,Tue Jan 26 00:57:45 +0000 2016,False,694307509574565888,7,,4,55,2,0,0,Mon Feb 01 23:53:04 +0000 2016
9635,amateur semenologist,554952162,egg_official,217,who are fine brothers,Mon Apr 16 04:51:27 +0000 2012,False,694307500934299648,149,,2242,217,9706,0,1,Mon Feb 01 23:53:02 +0000 2016
9636,PC Gamer/Twitch.TV Streamer,1621896541,DynamiteRampage,367,I liked a @YouTube video from @itsdanbull https://t.co/AlmIPXVaU4 RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Fri Jul 26 03:07:29 +0000 2013,False,694307412421906432,63,U.S.A.,1340,367,327,0,1,Mon Feb 01 23:52:41 +0000 2016
9637,,15013261,max_smith,190,I liked a @YouTube video https://t.co/4vcyUCMTCZ The Fine Brothers Situation,Thu Jun 05 02:24:09 +0000 2008,False,694307405421764608,137,,13243,190,13,0,17,Mon Feb 01 23:52:39 +0000 2016
9638,"Official twitter for the indie studio Dragon Slumber, currently working on Arelite core, a japanese style RPG for PCs.",954928218,dragon_slumber,2012,"I wonder if @thefinebros will put out a Youtubers react to The Fine Bros trademarks ""React"" #ReactWorld",Sun Nov 18 06:08:18 +0000 2012,False,694307371158470657,2279,"Quebec, Canada",1346,2012,1968,0,72,Mon Feb 01 23:52:31 +0000 2016
9639,,2164306991,ps3spill,199,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sat Nov 02 04:28:18 +0000 2013,False,694307339453755392,14,,26,199,44,44,0,Mon Feb 01 23:52:23 +0000 2016
9640,,2333282310,ELumiukko,216,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sat Feb 08 10:47:54 +0000 2014,False,694307156296912897,38,Finland,280,216,965,44,0,Mon Feb 01 23:51:40 +0000 2016
9641,,1081221643,CJensen1999,52,I liked a @YouTube video from @itsdanbull https://t.co/dIjWHHi81K RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Fri Jan 11 23:16:58 +0000 2013,False,694307151792193537,46,,6821,52,51,0,5,Mon Feb 01 23:51:39 +0000 2016
9642,• @RickyPDillon followed on 12/14/14•,186898934,Bethanyy_Mariee,1290,The Fine Brothers are losing so many subscribers by the second. I wonder if they will REACT to that. #FineBrosNotSoFine,Sat Sep 04 18:16:14 +0000 2010,False,694307066106740736,828,New York,8948,1290,389,0,9,Mon Feb 01 23:51:18 +0000 2016
9643,"Creative guy & author working on #digitalkid entertainment, #edtech, digital strategy, content & social media  @immersiveyouth. Formerly Disney, Y! & Facebook",6505892,derekeb,3741,RT @thatswattsup: What's upsetting the community on YouTube right now from the Fine Brothers is incredibly interesting. Learn more: https:/…,Fri Jun 01 17:29:42 +0000 2007,False,694307048608047104,4070,SF | L.A via Laguna Beach,41633,3741,17966,1,425,Mon Feb 01 23:51:14 +0000 2016
9644,Heyy im Rasputin i play many games now a Smite Central Writer,3350213325,Rassputin123,423,"RT @BeccaLipman: If BBC says it's news, it's officially news. Fine Brothers spark fury with YouTube trademark attempt https://t.co/FFHfMEuG…",Mon Jun 29 03:22:26 +0000 2015,False,694307006853812224,84,,653,423,231,24,0,Mon Feb 01 23:51:04 +0000 2016
9645,A person who spends most of his time playing video games.,842049331,MLJowitt,490,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sun Sep 23 16:58:18 +0000 2012,False,694307005994045444,51,"Huddersfield, UK ",620,490,1050,44,1,Mon Feb 01 23:51:04 +0000 2016
9646,"I play alot of Video Games, more than the Average Gamer. I play any Video Game that Interest me, mostly Fighting Games...",50599283,Truegam3r,119,"I'm still hanging on to my sub of @thefinebros, but I don't like how everything was handled by them, so we'll see... https://t.co/wRJ0jnOA51",Thu Jun 25 09:22:20 +0000 2009,False,694306954865352705,64,"in a house, Safe from danger",998,119,615,0,2,Mon Feb 01 23:50:52 +0000 2016
9647,Just a gamer living life. Currently studying Computer Science at the University of Michigan.,3184462936,GLTheGameMaster,96,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sun Apr 19 19:49:54 +0000 2015,False,694306940806152192,28,"Michigan, USA",558,96,1196,44,1,Mon Feb 01 23:50:48 +0000 2016
9648,Cyberactivismo. Contra ladrones de cuello y corbata Políticos. Infórmese: participe. #Anonymous #PoliticsLeak #Hacking #Infosec #WhiteHat #BlackHat #Geek #Meme,355955700,anonchileno,1105,"The internet reacts to The Fine Brothers' ""react"" trademark, and it's not happy https://t.co/U1WgRRG3J2 @thefinebros https://t.co/PdrKTpMYl0",Tue Aug 16 04:00:49 +0000 2011,False,694306936611799040,5313,CL,7478,1105,3105,2,62,Mon Feb 01 23:50:47 +0000 2016
9649,,629719278,icrys1s,1799,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sat Jul 07 20:54:57 +0000 2012,False,694306904496062465,703,Asgard,6714,1799,22795,44,4,Mon Feb 01 23:50:40 +0000 2016
9650,"Funny Videos, Memes & Pictures",2692759280,funnyclone,0,Funny Pictures: Fine Brothers Subscriber Holocaust. https://t.co/nHXXkQCozC https://t.co/7Z9B4F6o5c,Wed Jul 30 12:21:37 +0000 2014,False,694306772635398144,263,,75880,0,0,0,141,Mon Feb 01 23:50:08 +0000 2016
9651,,2955214554,superbananaman3,2,I liked a @YouTube video from @itsdanbull https://t.co/6YmsPYNQUt RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Thu Jan 01 20:28:36 +0000 2015,False,694306757615624193,2,,463,2,0,0,0,Mon Feb 01 23:50:05 +0000 2016
9652,"En ville, tu fais la loi. Ici, c’est moi. Alors fais pas chier. Fais pas chier ou je te ferai une guerre comme t’en as jamais vue.
  ~Rambo, John J. Rambo.~",1612982678,theorousseau51,236,RT @GiveMeInternet: /pol/ on fine brothers https://t.co/yw6zZee32Z,Mon Jul 22 14:43:20 +0000 2013,False,694306756281929728,26,,927,236,51,86,1,Mon Feb 01 23:50:04 +0000 2016
9653,"I'm Canadian, and a gamer grill! I have a youtube channel and stuff too :D",190793462,Gabysaurus,54,The Fine Brothers Subscriber Count! [!requestsong]: https://t.co/QqZg9JpUCU,Tue Sep 14 21:16:09 +0000 2010,False,694306696760467457,506,Canada,3047,54,176,0,0,Mon Feb 01 23:49:50 +0000 2016
9654,who the hell do you think i am,589465899,GingerTownUSA,133,this is the funniest shit ever https://t.co/D804TxwUD4,Thu May 24 20:04:53 +0000 2012,False,694306593748332545,82,the void,1742,133,3890,1,0,Mon Feb 01 23:49:26 +0000 2016
9655,"HAVE BEEN KNOWN TO GET JIGGY WITH IT., AND IM ROLLIN ON 28' DUBS. ILYG I have MS I won't let it have me anymore",14744173,Heady1313,1499,I liked a @YouTube video from @leonardjfrench https://t.co/MtoJvZQPXu Copyright attorney reacts to The Fine Brothers trademark,Mon May 12 14:03:43 +0000 2008,False,694306593618411520,1172, PANAMÀ ~ DALLAS,33512,1499,2294,0,34,Mon Feb 01 23:49:26 +0000 2016
9656,Dumb Geek with a decent if shallow heart with few moments of brilliance.,341288752,MasterOfLag,148,I liked a @YouTube video from @itsdanbull https://t.co/SDzqrQAvTp RAPPER REACTS TO THE FINE BROTHERS | Dan Bull,Sun Jul 24 03:50:44 +0000 2011,False,694306593119309824,24,,18837,148,716,0,1,Mon Feb 01 23:49:26 +0000 2016
9657,STAR CITIZEN BACKER / PIZZA ARTIST / DRUMMER / GAMER /,528799237,MilesKG21,392,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sun Mar 18 19:58:22 +0000 2012,False,694306588090216448,128,"Cove,Oregon",6294,392,7873,44,7,Mon Feb 01 23:49:24 +0000 2016
9658,,359694685,Azure_Haseo23,105,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Mon Aug 22 01:09:50 +0000 2011,False,694306569887051776,12,,503,105,68,44,0,Mon Feb 01 23:49:20 +0000 2016
9659,I'm the kind of guy that tells you to say hello to your mother for me |  Live Monday-Thursday: http://t.co/qURbCaWYnK | Proud member of @KBMODgaming,385124212,BOSSJEDIZOHAN,182,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Tue Oct 04 22:40:01 +0000 2011,False,694306483400478720,417,USA,54646,182,2933,44,36,Mon Feb 01 23:48:59 +0000 2016
9660,Youtubers | Two generations of gamers! A father and daughter duo playing a variety of games from Minecraft to retro games and MORE!,3183165981,TewGenGamers,289,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Sun Apr 19 13:54:23 +0000 2015,False,694306456020058113,217,,1827,289,1388,44,4,Mon Feb 01 23:48:53 +0000 2016
9661,,547181552,BlackTiger728,151,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Fri Apr 06 23:53:22 +0000 2012,False,694306441021095938,41,,3057,151,291,44,3,Mon Feb 01 23:48:49 +0000 2016
9662,I'd rather be a lion for a day than a lamb that lives forever.,4021298601,TheMcNubbins,36,RT @Dansgaming: I was going to stream my Reaction to the Division but I don't want to pay The Fine Brothers to do so,Fri Oct 23 03:13:23 +0000 2015,False,694306439851044869,21,A pile of snow.,358,36,61,44,0,Mon Feb 01 23:48:49 +0000 2016
